Transaction_ID,Date,Amount,Transaction_Type,Account_Balance,Customer_ID,Merchant_ID,Product_Category
f59b8916-0d11-44fb-bf23-ac62f2c6b09e,15-05-2023,585.7,Debit,23527.65,5263855396,7536301,Clothing
72509583-d4f9-4a85-bcfa-11a7eabe7a40,29-08-2023,742.71,Debit,13946.57,6224223091,8409430,Electronics
190b7cf5-ee3c-4438-ae32-12764d914a9f,27-10-2023,250.77,UPI,28623.89,8934471679,4731406,Clothing
f2c6f53b-c533-4306-8750-620df7ac66ed,25-01-2023,822.71,Debit,6665.93,7886238684,5661007,Beauty
01c8ed4c-69c6-4e6c-81c5-322091087437,21-01-2023,127.66,Debit,48242.21,1965899469,8530963,Home
38829d51-e960-4134-9614-a5110a213882,20-10-2023,576.97,Debit,49845.02,3707142951,9489133,Electronics
a8554e91-91a6-4f9d-a3f5-3a329849f677,14-08-2023,643.94,Debit,44312.63,2423913318,7834258,Home
012a22fa-f198-4b85-9aa4-ff42c79bae32,02-03-2023,429.23,Debit,38692.54,6567255734,2518018,Sports
20b75d8e-d74e-47d4-9ee5-af0728df2bbe,18-03-2023,793.07,Debit,30352.66,5538832004,3822625,Beauty
13e4568f-5c2b-4697-9812-5849e4acdc70,05-08-2023,666.1,UPI,49311.33,9005358212,7214844,Clothing
10ae0926-7d11-4fde-ab48-000e48ce3d13,14-06-2023,982.94,Credit,33298.97,2543418042,7503406,Home
6c3ae458-ee4f-491e-b448-58f63a533820,16-07-2023,528.83,Debit,16295.94,3577380453,7667049,Sports
7f542ddb-a0af-4fd3-a2f7-175668cae2af,31-07-2023,634.42,Credit,47770.35,9176996007,9669537,Clothing
d2ac360f-fd0f-4559-a9ed-f675cf00c72c,24-02-2023,215.12,UPI,7763.9,1685529761,7106727,Electronics
bd5ef4fc-4953-4761-8517-b8f5db063d70,23-12-2023,289.59,Debit,49463.28,2062479606,1033473,Electronics
774b8da5-d163-4595-9d26-5b841992fd17,28-06-2023,807.74,UPI,38114.96,7676152370,7212248,Clothing
cf796e14-318d-4a1c-af94-72c9ef7b8fda,29-03-2023,305.98,UPI,23763.7,1506868799,5102042,Clothing
de4fd8e0-5557-4df8-a507-26275184fbe1,16-09-2023,625.5,UPI,15115.33,8355826633,1530997,Clothing
3c300e54-229e-497e-aefd-093dcf5b6b96,12-09-2023,222.41,Credit,11529.61,3750180088,2811337,Beauty
c592d214-1d5a-4418-a198-003889bdb5a4,13-12-2023,291.04,Credit,33540.04,7687610300,9612318,Beauty
99a6e5b4-b315-41d0-a1fb-90e085a8f4f5,24-08-2023,945.88,UPI,30543.59,8902609945,2632867,Clothing
3f0579cb-3d8f-4a38-a649-5cfac970dc5f,14-04-2023,343.49,Debit,5183.79,2972764663,5418525,Home
8b3e241e-a7e9-496f-843c-c79c23cb1ef3,13-04-2023,671.24,Credit,19100.48,8521138896,6148525,Home
670cb885-a630-422d-bc49-b36401f27bef,20-02-2023,22.36,Credit,1590.27,8186091337,1802439,Beauty
2297fd65-5e1e-4180-bfc7-234a9c0e6503,03-09-2023,233.65,Credit,33142.8,6331086634,8058932,Beauty
87f5cca4-06e3-4e91-b301-790b917df428,14-07-2023,720.06,Debit,38098.56,5614874929,1669371,Beauty
4b7a91ff-32fc-436f-af2a-08b84bb74045,18-11-2023,60.84,Credit,10564.55,6054032411,4540683,Beauty
45690088-6041-4176-9e30-f2c0cd467bcb,22-09-2023,189.31,UPI,13484.51,8115762794,5579734,Sports
3b1ebecd-1f7a-4cf7-9449-3538a9335ced,19-10-2023,395.95,Debit,41768.06,1905309740,8706701,Beauty
d05d48ff-d192-4ccd-ae20-cf77a121502c,02-05-2023,252.65,Credit,1466.02,2376406764,5183474,Sports
043d8f6e-4639-4c2b-8fcf-99827938a3cc,27-11-2023,806.86,Credit,26123.68,5319685670,8830962,Sports
80b658e4-ba80-4cd8-89ea-cc0579e86091,09-01-2023,151.69,UPI,1662.15,3461510688,7001177,Beauty
d7d55c8d-8fa8-409c-9854-13f2ed83175a,01-10-2023,790.62,Credit,31701.32,3553275751,4274374,Clothing
64ff4319-2fcf-4fd0-acf4-86bbd64dad11,30-05-2023,891.74,UPI,2636.39,9523107105,6542753,Home
4842355a-38e4-4fa1-ae08-2d8f81048cb6,21-07-2023,662.88,Debit,37042.71,8103885379,6765219,Sports
1511016c-c44e-48d1-99f6-49adf828866f,23-11-2023,414.32,UPI,17228.81,6920273671,6858570,Sports
1ad43c6e-a37a-4c66-9b09-f94dcdd4c558,30-08-2023,192.36,UPI,21805.25,1873028459,6900102,Clothing
d41af7c5-3ffe-4a1d-acea-9b3b6b7e5e62,11-04-2023,577.95,Debit,6462.09,1454789281,2380085,Home
dc029761-4595-4cef-bf51-769acbacbb09,23-05-2023,223.56,UPI,7160.62,3955198842,8896965,Beauty
b7ada1ee-a5db-46c2-af6e-8b5a2f4b51cc,23-04-2023,314.24,Debit,2242.33,1843951367,4757545,Clothing
696bb73d-0595-4f57-b910-1d08d9c2f807,19-12-2023,615.34,Debit,20771.32,1249890771,2163020,Electronics
3e951a79-7384-4414-98ba-a34bc5eeecba,22-08-2023,533.37,Credit,27154.26,9505989686,3398408,Clothing
74b21ca1-55fc-4805-b766-ba982fc03e56,15-12-2023,645.73,UPI,4845.69,1794146669,3093219,Clothing
372c06a4-083b-47aa-9d66-03b93f190873,24-08-2023,252.76,UPI,19896.34,2111447345,1092829,Clothing
dfc806a6-e3b9-4d75-8d67-35ed5835773d,23-02-2023,162.76,Debit,4120.87,9335938200,8649788,Electronics
828f94aa-2756-44b4-86e1-9e70b0cf686f,11-01-2023,808.53,UPI,13240.86,3269343187,9966714,Clothing
2bb3e1a7-4648-4fdb-b83a-1fe084d1fb36,21-02-2023,766.45,UPI,6823.02,5579661469,8973367,Home
f471505a-24d3-4fad-931d-205bc600ac28,23-08-2023,20.97,Credit,44907.2,5500587500,5103470,Beauty
1f6047b8-3c08-44ee-a709-00fd9f752ebd,13-10-2023,937,Credit,41742.8,8877302837,4689010,Home
c9286558-5db2-4145-8c95-e1552fb987ac,22-09-2023,566.1,Credit,19471.32,7590600597,8460688,Home
dfeec09f-819b-476f-8605-56735f854449,01-05-2023,820.57,Credit,35402.27,1867902649,8122014,Electronics
15bf78b8-5ee0-4028-a83c-c3a398471872,09-09-2023,556.75,UPI,23049.23,5186808426,9268066,Home
0e6eb032-b968-489f-8e0b-64fa4bfc37f5,24-05-2023,666.36,Credit,19959.69,2481149906,3535224,Electronics
8278159d-ef6b-4780-b674-64ade0cf982d,09-01-2023,493.73,UPI,44709.89,7109618448,3485112,Electronics
17a0bd8d-9eb0-48cf-b515-e37c15751d53,09-04-2023,147.56,UPI,17001.9,3265952465,7991609,Clothing
dae5c8c2-5645-4d23-a146-53d39241365e,06-09-2023,582.14,Debit,48388.8,2246171471,2958528,Home
d9078edf-2de2-4b05-9678-98ed895068eb,13-04-2023,157.59,Credit,20662.7,4096246193,7943919,Electronics
6f737ccc-05ac-46ef-9d38-96bc74f8fbc3,15-07-2023,902.18,Debit,35722.96,6487181234,5901270,Beauty
2db18e49-c67b-4d48-bb29-32564ef27a7a,04-11-2023,120.99,UPI,34023.93,4044851961,6687384,Beauty
2bf8e2a9-bf9c-4f8a-967e-23a724a48523,29-06-2023,226.57,Credit,2206.72,2092884348,2158327,Electronics
ed952fe5-c98b-4a74-8f46-745e11a3db16,22-11-2023,550.75,UPI,28534.42,3250243476,1295520,Sports
cb77f85d-a666-498d-a91e-6ccc6175176e,24-04-2023,84.94,UPI,5194.53,2908999398,2115901,Electronics
245499d8-6365-4389-a6b3-2a8938e2076e,18-10-2023,390.36,Credit,20046.19,2832934030,9164083,Beauty
81021a18-c61b-44fc-8c01-a9e128df89ef,24-05-2023,371.85,Debit,41778.95,9871794128,6840846,Clothing
24717fc6-9540-4816-8664-3552f5f626d8,10-11-2023,881.51,Credit,33180.1,4462355810,2660611,Clothing
23ec41fd-7da4-4d6e-af56-a4013b5a09d9,15-12-2023,844.61,Debit,8994.97,5385962377,9789262,Home
c359f699-9918-45a8-96d1-5ff40c590955,07-11-2023,620.16,UPI,32815.26,8384731199,3007728,Home
ebc85911-1aaa-44c7-ae6c-e54d1971d49a,19-02-2023,700.66,UPI,7100.74,2886683184,4458457,Beauty
0f560f2e-06c0-4edc-a9d8-b421f8cae284,22-08-2023,735.58,Debit,41577.42,6690775487,4798990,Electronics
aea5ec5f-4c5e-443e-bed3-33ef6965c8d1,25-10-2023,43.55,UPI,15954.81,1587262184,7951740,Beauty
2697e2b4-b259-450c-a790-f3628922adf9,20-07-2023,463.07,UPI,21082.33,2878626724,2573086,Sports
e1b7b5e0-b4d6-4c88-a0f8-216644397140,30-11-2023,249.71,Credit,15703.26,6117296228,2950154,Electronics
045b8b70-f58d-49cc-9be2-887a3d2ba43b,07-02-2023,78.17,UPI,39964.83,4815589054,1090337,Electronics
5730ccde-35fb-49ab-bb27-2d5c19336a24,03-12-2023,860.02,Credit,1422.36,3427164610,6470301,Electronics
fdf42e49-5c33-45ea-abae-8b4e3e120679,23-02-2023,883.99,Debit,48623.16,1860224604,2149673,Sports
2241d0cc-5ae1-4e5b-831e-9f5640152314,10-05-2023,75.28,UPI,26998.2,5731828458,1408546,Sports
f672bb8d-c6b1-4efb-b699-57ad49a620ee,04-10-2023,652.91,Debit,49962.41,8201645297,8877005,Home
8c70c760-1eea-46a2-bb3b-7ddfb2682ef6,26-04-2023,168.32,UPI,39847.44,2877287418,5764645,Beauty
1c827217-40f4-4f0b-9c4d-fa6cf856a520,02-09-2023,21.77,UPI,7102.88,9687464594,6429265,Clothing
4f2360fc-7421-4c46-99e5-66a0d46faf1d,26-09-2023,543.84,Credit,14049.23,2139587655,2836897,Electronics
99734578-f57c-47b6-be6f-dfa045148bad,06-11-2023,393.16,Debit,19916.51,8655155452,6064654,Electronics
2535daaf-8fec-4641-af8c-8795a1731a9d,20-12-2023,97.27,Credit,41786.16,6929155434,5351656,Sports
2493a5bb-0bc0-43c3-9dc5-ce9396b98751,11-10-2023,151.1,Credit,12903.33,6855227320,2696676,Electronics
8000bd23-2cd2-4d2d-af38-a7c475140b2a,21-04-2023,727.62,UPI,33363.43,5303474710,4136494,Beauty
cf55d5da-b04c-4d9c-a6df-9f9f84a55e08,09-02-2023,581.68,UPI,14754.83,6178123109,7906105,Beauty
ec306fa1-d610-4bc3-8fba-a249e934f04a,05-03-2023,721.33,UPI,11774.55,3849889495,7063930,Beauty
a98c3ce1-0d37-46c3-b06e-d867ee2ab82a,12-11-2023,147.68,UPI,27894.02,6965386907,4896338,Beauty
d4fd6c79-379a-4bd7-9bd3-894846242397,28-04-2023,427.12,Credit,18286.25,8993273418,2039967,Electronics
d8f88baa-2308-48bd-a46f-748d2d18dd6f,27-11-2023,946.28,UPI,10027.36,4235323100,1762379,Sports
fdd47039-58fa-4d90-a54e-cfc795822fd9,09-03-2023,749.56,Debit,33530.77,4197513020,2384726,Electronics
6a3d32f8-de8d-4b9a-97c0-7ed13a31745e,12-06-2023,149.16,UPI,9322.46,4636018292,8235399,Home
6d074dc3-7faa-4e6e-86ef-848b4d3f76bc,07-10-2023,683.91,Credit,48263.4,5509167935,6919607,Clothing
14334dc7-29a0-4e8d-8497-19484b102799,05-06-2023,557,Credit,26531.12,4703609683,6971600,Clothing
92bb30d9-4451-4e90-8de6-cdccf0dcb4e8,12-05-2023,878.23,Debit,38953.22,4378324207,7269080,Sports
175af1f8-5230-46f8-80e5-734d0916a2a1,30-11-2023,879.97,UPI,43554.92,6554700035,6643330,Clothing
15d6c536-3342-4a5e-8d66-37df85fd4a07,06-09-2023,776.35,Credit,49004.97,5713539852,2205543,Clothing
9b6a438c-9d5f-4200-a420-81e148daffb8,07-02-2023,761.28,Credit,7609.43,7068899378,4952051,Electronics
24266404-1c50-48b7-8e36-6933047cb580,05-01-2023,402.22,UPI,14443.23,6693915719,1416540,Sports
ec233e18-fbdb-45e6-87b1-476ed612fb7d,17-10-2023,861.34,Credit,19493.65,7505617154,6162176,Clothing
aa4af138-f9f3-4b8c-8d2b-6b7239c3f492,05-03-2023,209.17,Credit,22279.53,6559919686,1136047,Clothing
a872b779-6348-4578-8229-0664de36a518,02-08-2023,393.3,Credit,36601.18,6181168654,1414878,Beauty
8202b019-9112-44de-9af3-4d2b2086fdf3,21-06-2023,644.99,Credit,24862.37,7458180806,7327007,Clothing
073536fb-e390-4ded-95fd-f816104e2f2e,02-11-2023,743.19,UPI,18806.46,1978604382,2837787,Home
708d204f-6e0f-4023-9970-0edd7cb8d83c,25-10-2023,103.07,Credit,1945.57,1959745244,7874883,Clothing
9149665a-e029-44e6-ba05-4a1929f70fd8,12-07-2023,440.95,Credit,34152.38,2066530348,2471321,Electronics
2ee4e4fa-a492-49df-a8f9-a47d3c616be8,04-11-2023,156.2,Debit,24477.67,5338965819,7383744,Electronics
631a5d78-80ad-42c9-b981-968556d13737,02-06-2023,994.93,UPI,9299.44,6297504268,2059503,Sports
d6d8726b-64a3-4cb8-9559-8ae45b9da500,13-08-2023,625.52,Debit,35221.02,8408253851,6709517,Sports
33efec54-a322-4e01-a8fb-903ae194b805,07-12-2023,247.57,Credit,33828.81,5376167306,3405993,Clothing
d202a5ea-29c1-48ca-9524-19d7e86947e2,12-07-2023,643.31,Credit,37713.71,9707129310,5774716,Clothing
f976ea6c-ba88-47aa-96f7-ac10e2c30a1b,13-01-2023,68.63,UPI,19934.17,2546834987,6051573,Beauty
15dace6c-a650-4d5a-96ed-3ec83622c7de,01-11-2023,963.7,Credit,40286.13,3101116543,9000359,Beauty
23c6ceb6-823b-4694-9df9-1827ed832d08,01-01-2023,873.73,Debit,16208.58,4556054812,2268741,Home
74c806b2-6655-4bfb-a328-7d0d004c42b6,23-09-2023,924.62,Credit,6037.75,3035914693,9879120,Clothing
d19213c6-30e5-4210-a236-49ae31f7bc40,30-03-2023,305.65,UPI,9399.6,4829741878,7428797,Clothing
3b04dab1-ddf1-4598-9600-afbc82f574fb,31-08-2023,676,Credit,48963.74,6093521344,3614072,Beauty
52366cdb-ef76-4cd2-8db2-021a0f4d5f76,05-11-2023,596,UPI,8862.43,4014393582,4563046,Beauty
4f4a8334-5cac-4de2-8475-67f5f41a1862,27-12-2023,111.65,UPI,41131.79,8387155804,8709676,Clothing
f9f83c1c-03f2-4812-bce0-dabfa0c3d23b,08-01-2023,269.73,UPI,3537.9,2927972737,3605744,Electronics
b5c01256-e58f-4bb6-bffc-b7a0ef140d28,14-10-2023,663.06,UPI,19828.71,4519756464,9040852,Home
809a2054-56a7-4656-9b98-280955e29345,21-08-2023,327.19,UPI,42123.28,4070629541,1281154,Beauty
277bb666-8db9-41ec-b88e-41a94e869732,13-09-2023,113.06,UPI,43610.91,2879413881,1255930,Clothing
437865a2-64d8-4f44-be9f-4880605afaa7,08-12-2023,474.29,UPI,26156.02,6806852550,2120628,Beauty
23e0f521-3dad-44d1-b273-32be2fa3363e,09-04-2023,428.2,Credit,49159.4,4505128258,1986591,Beauty
4146425b-0c0b-4d4c-bafc-c95416d09d50,07-07-2023,745.38,Debit,30757.24,3350726265,7707705,Home
877eac1e-cdd4-434f-8ec6-d43953ef9b31,18-07-2023,72.88,Debit,24329.79,1467747913,2469963,Clothing
561f0724-d6d4-4203-bf0e-968564142557,07-09-2023,230.48,Credit,11210.32,9789216062,5591459,Home
9c060d80-2223-407b-8f05-22675b20be3a,22-03-2023,895.42,UPI,31974.65,4511667851,7306550,Home
2f3b8e83-4e43-4fed-8cd6-edf4d7d8092a,08-01-2023,412.7,Debit,12060.24,7891293857,3326010,Clothing
642b7d47-b812-4e82-aca8-1bf55e9bba3f,25-07-2023,694.92,Debit,45892.82,5907319710,4646768,Beauty
b15935d3-1628-48e8-a5ad-cf76fef757e2,12-05-2023,478.62,Debit,15118.4,8374101399,4271060,Electronics
69b43cd7-6de4-461c-a953-9d472b2078f9,27-03-2023,649.29,UPI,21862.57,9852642205,5601090,Beauty
f408cda3-36f1-4413-aaf7-5b420f7353b5,24-09-2023,306.92,Debit,27061.9,3979665598,1164105,Electronics
975555cc-f811-4af3-9f18-131bdd7de8ea,16-10-2023,60.02,UPI,16097.02,7225927703,2712662,Home
87d35901-915e-4cae-835e-399d27297f39,18-09-2023,540.66,UPI,11676.1,4373998333,6186407,Clothing
91598df6-ab77-40ec-82a9-2557633a2b49,03-01-2023,37.51,Credit,26025.06,5545893694,6244292,Clothing
6e2c20d6-5c1a-4d18-85e8-7ac37baab1df,02-11-2023,711.61,UPI,18103.04,8026354573,6315214,Beauty
8bcabd3f-8327-4573-9294-2c04d69f1b0a,04-12-2023,134.15,UPI,25477.64,1942039592,7002375,Clothing
25566461-4f7f-45a2-9b85-7011974c2474,19-11-2023,98.08,UPI,41602.09,6291775133,6530558,Beauty
89a51c9f-3ab8-4924-bb40-86b2197ce1c8,15-03-2023,955.71,UPI,31395.29,3662171238,9311997,Beauty
001ad947-ec71-4db9-8ea2-808f419002bf,09-10-2023,656.09,Debit,46273.24,6213151476,2948504,Electronics
81077ad9-4e5d-4104-94a0-27b9fbba76a4,17-07-2023,36.89,UPI,21208.16,3111022519,2084273,Home
4ebd9f1d-b845-42c2-b107-8bf70cdadf2b,03-11-2023,351.75,Credit,2405,6076034782,2053116,Sports
cf9f3de5-c4b1-4ab4-9d22-642aae712138,18-03-2023,56.33,Credit,6106.77,6441282202,5921385,Beauty
62ec6917-c6d7-4b6f-8512-7bdc6967f6d5,31-01-2023,667.56,Credit,30155.53,8447326527,5842780,Beauty
2482d718-c9ab-4a41-8772-c6c4d16a795b,02-02-2023,926.88,UPI,49679.73,1241170456,1860815,Beauty
686ee86a-87ab-4fbc-896b-0caa511872d0,27-07-2023,883.52,Debit,14085.14,6980022719,9439622,Sports
38eaca28-07ac-498e-b942-50d6e28f2ff9,25-07-2023,198.46,Debit,40298.11,5444799583,3188532,Sports
9e773254-38f8-4732-8388-039b1de77cb3,06-06-2023,639.1,UPI,18221.51,6034866188,4768598,Electronics
19077607-3c9d-4c15-b317-45bcd1ae0b78,18-06-2023,399.82,Credit,37881.98,9724994318,9420223,Electronics
ea28247a-c803-401a-b431-d16380469e0a,28-08-2023,740.08,Debit,34703.44,3869359764,4781064,Clothing
aca53bdf-fb23-4a64-9484-37725e59fdf3,27-08-2023,79.24,Credit,35788.75,5973847433,6170386,Electronics
0297fac1-af61-4e69-b0cc-6a6bf4b48876,11-06-2023,719.04,Credit,31200.48,8387590428,5362420,Clothing
4fc949d1-f762-4512-a513-9e0b2d439b95,29-06-2023,292.78,UPI,41257.07,7389824904,4979012,Clothing
734fb7eb-6ec4-42da-b33f-7b1f742f6f9d,01-05-2023,998.18,Credit,9353.76,4012519204,6051926,Beauty
d1804bd4-b630-4366-b0d2-d363323c4e9e,23-05-2023,509.92,Credit,8109,3819025084,5927882,Home
3a5cf305-0b4d-4052-9d8e-8c0480ed54b4,30-01-2023,94.03,Credit,42172.76,2718896935,2398939,Home
761f5b26-2a69-4b70-bd7b-45756979db84,02-03-2023,639.65,Debit,30343.49,6712501947,2287005,Sports
37adba65-3811-4c6a-b609-81d06da4eb3a,14-06-2023,687.98,Credit,33522.54,2365356397,1887571,Clothing
0fe5a119-0dfc-4ce0-ab4b-31fad9d30893,28-09-2023,349.89,Debit,30593.53,7688316640,6621901,Beauty
31e132b9-8019-4b9e-b1f4-1a0867383ad3,02-02-2023,999.54,Credit,35324.6,6804676857,1800454,Sports
4bc4870d-b614-4a69-b2e3-f923db85418a,25-09-2023,813.17,UPI,31201.84,6222043795,2191216,Beauty
36b8098d-288b-48da-bfee-fa0554e0f75a,19-09-2023,140.68,Credit,20532.43,7071819322,2956904,Sports
af02a0ab-2539-4b37-a8ae-c3d11bffd329,10-02-2023,949.1,UPI,21515.26,3133327828,2191403,Sports
b004f42e-7d1b-4d6e-b241-ee4cccf9bb9f,15-09-2023,522.44,Credit,48100.31,6064117208,6383880,Electronics
eebc2cbf-1f38-46a7-91fa-5cae874c177d,21-12-2023,936.12,Debit,4519,2924388299,5897252,Home
5b6eccec-89de-48a8-9770-6995f9084078,30-12-2023,602.12,Debit,19677.42,7146621515,2843717,Sports
fd5f078c-6aed-44f4-8dac-36496c1f13a5,29-03-2023,238.54,Credit,39831.51,3342382075,8629501,Sports
1708ec25-151a-47a2-9418-c5594ae95b31,20-11-2023,195.05,Debit,16063.46,1743464167,5239415,Home
88b49b9b-0b09-43f7-8b8f-4501ce59416b,05-07-2023,381.7,Credit,46068.24,7001070819,3410434,Electronics
e0e7c1ad-fc45-4946-ac47-d575c59f835d,29-09-2023,817.11,Credit,47875.44,8585395950,2800766,Home
dba82486-edd2-4bac-a830-a71f19900cfa,27-04-2023,134.77,Debit,5896.03,7685127973,6092548,Sports
8cfa683f-506d-468e-b2cd-d9be5c920834,31-08-2023,484.48,Debit,2018.09,2255458747,5667960,Home
2d2d39b8-c2b2-4649-b878-0a4aebb1b0e0,08-02-2023,403.47,Credit,37686.27,5209760992,6944904,Clothing
18a74c43-1042-4f92-bb05-f6da6bf6de9a,29-11-2023,853.75,UPI,10689.78,6058397153,3262437,Beauty
fab5e20a-564d-485a-bff3-e3297da19af4,04-07-2023,357.85,Credit,26195.49,4603741257,4861062,Home
bd3e1b53-e850-4526-a47d-6ebee0de7b9a,07-10-2023,698.7,Debit,6672.2,6720472430,4732101,Sports
9b8cf1d8-1ca8-408e-a9eb-c6d17d2c3c9c,20-05-2023,89.26,Debit,46762.56,4207742234,2809786,Home
d31a67a9-8dcd-4a00-bf36-0579f3b70366,21-04-2023,550.28,Debit,46834.14,9816095075,6138278,Electronics
9c068757-1126-4762-9147-6e065eca6527,18-03-2023,639.99,Debit,21455.43,5559883073,2681827,Clothing
d1389554-47fa-40c7-a589-95eafe9808ae,04-06-2023,357.5,Credit,35784.42,2328017812,3648584,Beauty
